title,author,pub_year,venue,abstract
"Optimization models, quantitative genetics, and mutation",['B Charlesworth'],1990,Evolution,The process of selection on a multivariate set of characters subject to functional constraints is considered from the points of view of both evolutionary optimization theory and quantitative genetics. Special attention is given to life‐history characteristics. It is shown that
Resolving the paradox of stasis: models with stabilizing selection explain evolutionary divergence on all timescales,"['S Estes', 'SJ Arnold']",2007,The american naturalist,"We tested the ability of six quantitative genetic models to explain the evolution of phenotypic means using an extensive database compiled by Gingerich. Our approach differs from past efforts in that we use explicit models of evolutionary process, with parameters estimated from"
Adaptive phenotypic plasticity: target or by-product of selection in a variable environment?,['S Via'],1993,The American Naturalist,Predictable changes in the values of ecologically important phenotypic characters that are induced by environmental cues (phenotypic plasticity) can provide a selective advantage in a variable environment. Classic examples of phenotypic plasticity include morphological
Eco-evolutionary dynamics,['AP Hendry'],2016,NA,"In recent years, scientists have realized that evolution can occur on timescales much shorter than the"" long lapse of ages"" emphasized by Darwin—in fact, evolutionary change is occurring all around us all the time. This book provides an authoritative and accessible"
Ecological role of volatiles produced by plants in response to damage by herbivorous insects,['JD Hare'],2011,Annual review of entomology,Plants often release a blend of volatile organic compounds in response to damage by herbivorous insects that may serve as cues to locate those herbivores by natural enemies. The blend of compounds emitted by plants may be more variable than is generally assumed
Population genetics,['MB Hamilton'],2021,NA,"Now updated for its second edition, Population Genetics is the classic, accessible introduction to the concepts of population genetics. Combining traditional conceptual approaches with classical hypotheses and debates, the book equips students to understand"
Methods for the analysis of comparative data in evolutionary biology,['M Lynch'],1991,Evolution,"Inferences regarding phylogenetic patterns and constraints on the evolution of characters often can be derived only from comparisons of extant species. If the phylogeny of these species is known, then the mean phenotypes of taxa can be partitioned into heritable"
"Linear discrimination, ordination, and the visualization of selection gradients in modern morphometrics","['P Mitteroecker', 'F Bookstein']",2011,Evolutionary Biology,"Linear discriminant analysis (LDA) is a multivariate classification technique frequently applied to morphometric data in various biomedical disciplines. Canonical variate analysis (CVA), the generalization of LDA for multiple groups, is often used in the exploratory style of"
Competition among body parts in the development and evolution of insect morphology,"['HF Nijhout', 'DJ Emlen']",1998,Proceedings of the National …,Changes in form during ontogeny and evolution depend in large measure on changes in the relative growth of the various parts of the body. The current consensus in developmental biology is that the final size of appendages and internal organs is regulated autonomously
Comparing brains,"['PH Harvey', 'JR Krebs']",1990,Science,"Some animals have larger brains than others, but it is not yet known why. Species differences in life-style, including dietary habits and patterns of development of the young, are associated with variation in brain weight, independently of the effects of body weight and"
"Behavioral variation in natural populations. I. Phenotypic, genetic and environmental correlations between chemoreceptive responses to prey in the garter snake …",['SJ Arnold'],1981,Evolution,"Naive newborn snakes showed active chemoreceptive responses to ten different prey odors. These responses were studied in two conspecific populations of Thamnophis elegans, representing a coastal and an inland geographic race. The phenotypic correlations between"
Body size and scaling of limb proportions in primates,['WL Jungers'],1985,Size and scaling in primate biology,"Extant terrestrial mammals span an enormous size range, from tiny pygmy shrews weighing in at less than 5 g to massive African elephants tipping the scales at over 2500 kg (Eisenberg, 1981). Despite such marked differences in adult body mass, Alexander et"
