title,author,pub_year,venue,abstract
Phylogenetic autocorrelation under distinct evolutionary processes,['JAF Diniz‐Filho'],2001,Evolution,I show how phylogenetic correlograms track distinct microevolutionary processes and can be used as empirical descriptors of the relationship between interspecific covariance (VB) and time since divergence (t). Data were simulated under models of gradual and
On the simulation of the evolution of morphological shape: multivariate shape under selection and drift,['PD Polly'],2004,Palaeontologia Electronica,Stochastic computer simulation is an important method for comparing the evolutionary patterns and processes associated with radically different intervals of time. This paper demonstrates how to simulate the evolution of complex morphologies over geological
Ecological correlates of extra-group paternity in mammals,"['K Isvaran', 'T Clutton-Brock']",2007,Proceedings of the Royal …,"Extra-group paternity (EGP) can form an important part of the mating system in birds and mammals. However, our present understanding of its extent and ecology comes primarily from birds. Here, we use data from 26 species and phylogenetic comparative methods to"
Is there room for punctuated equilibrium in macroevolution?,"['MW Pennell', 'LJ Harmon', 'JC Uyeda']",2014,Trends in ecology & evolution,"The long-controversial theory of punctuated equilibrium (PE) asserts that speciation causes rapid evolution against a backdrop of stasis. PE is currently undergoing a resurgence driven by new developments in statistical methods. However, we argue that PE is actually a tangle"
Testing quantitative genetic hypotheses about the evolutionary rate matrix for continuous characters,"['LJ Revell', 'LJ Harmon']",2008,Evolutionary Ecology Research,"Aim: Provide a new multivariate hypothesis testing approach for the evolution of continuous characters in a phylogenetic context. Background: Brownian motion is the most commonly used model for the evolution of quantitative traits. Under multivariate Brownian motion, the"
Genetic constraints on adaptation to a changing environment,['LM Chevin'],2013,Evolution: International Journal of Organic …,Genetic correlations between traits can constrain responses to natural selection. To what extent such correlations limit adaptation depends on patterns of directional selection. I derive the expected rate of adaptation (or evolvability) under randomly changing selection
Socioecological correlates of facial mobility in nonhuman anthropoids,['SD Dobson'],2009,American Journal of Physical Anthropology: The …,"Facial mobility, or the variety of facial movements a species can produce, is likely influenced by selection for facial expression in diurnal anthropoids. The purpose of this study is to examine socioecological correlates of facial mobility independent of body size, focusing on"
EVOLUTIONARY DIVERGENCE IN DIRECTIONS OF HIGH PHENOTYPIC VARIANCE IN THE OSTRACODE GENUS POSEIDONAMICUS,['G Hunt'],2007,Evolution: International Journal of Organic Evolution,"Trait variation and covariation are understood to influence the response of populations to natural selection on generational time scales, but their role, if any, in shaping long‐term macroevolutionary divergence is still unclear. The present study uses the rich fossil record of"
Bayesian models for comparative analysis integrating phylogenetic uncertainty,"['P de Villemereuil', 'JA Wells', 'RD Edwards']",2012,BMC Evolutionary …,"Uncertainty in comparative analyses can come from at least two sources: a) phylogenetic uncertainty in the tree topology or branch lengths, and b) uncertainty due to intraspecific variation in trait values, either due to measurement error or natural individual variation. Most"
Habitat use affects morphological diversification in dragon lizards,"['DC Collar', 'JA Schulte', ""BC O'meara""]",2010,Journal of evolutionary …,"Habitat use may lead to variation in diversity among evolutionary lineages because habitats differ in the variety of ways they allow for species to make a living. Here, we show that structural habitats contribute to differential diversification of limb and body form in dragon"
Seeing the forest for the trees: partitioning ecological and phylogenetic components of Bergmann's rule in European Carnivora,"['JAF Diniz‐Filho', 'LM Bini', 'MA Rodriguez']",2007,…,"Comparative methods have commonly been applied in macroecological research. However, few methods exist to map and analyze phylogenetic variation in geographical space. Here we develop a general analytical framework to partition the phylogenetic and ecological"
Predicting rates of interspecific interaction from phylogenetic trees,"['SL Nuismer', 'LJ Harmon']",2015,Ecology letters,"Integrating phylogenetic information can potentially improve our ability to explain species' traits, patterns of community assembly, the network structure of communities, and ecosystem function. In this study, we use mathematical models to explore the ecological and"
Variation in sulfide tolerance of photosystem II in phylogenetically diverse cyanobacteria from sulfidic habitats,"['SR Miller', 'BM Bebout']",2004,Applied and Environmental Microbiology,"Physiological and molecular phylogenetic approaches were used to investigate variation among 12 cyanobacterial strains in their tolerance of sulfide, an inhibitor of oxygenic photosynthesis. Cyanobacteria from sulfidic habitats were found to be phylogenetically"
"Quantitative characters, phylogenies, and morphometrics",['J Felsenstein'],2002,Systematics Association Special Volume,"Morphometrics gives us a source of quantitative characters, and thus raises the question of how to use them in inferring phylogenies. I argue here that we can use statistical models for quantitative characters evolving along phylogenies, but that these require knowledge of the"
