title,author,pub_year,counts
Quantitative traits in relation to population structure: why and how are they used and what do they imply?,['R Chakraborty'],1990.0,2
The effect of soft selection on the variability of a quantitative trait,['A García‐Dorado'],1990.0,2
A genetic model of interpopulation variation and covariation of quantitative characters,['ZB Zeng'],1989.0,2
Effects of mutation on selection limits in finite populations with multiple alleles.,"['ZB Zeng', 'H Tachida', 'CC Cockerham']",1989.0,2
Linkage and the maintenance of heritable variation by mutation-selection balance.,['R Bürger'],1989.0,2
Mutational variance for pupa weight in Tribolium castaneum,"['FD Enfield', 'O Braskerud']",1989.0,2
Pleiotropic stabilizing selection limits the number of polymorphic loci to at most the number of characters.,"['A Hastings', 'CL Hom']",1989.0,2
"The divergence of a polygenic system subject to stabilizing selection, mutation and drift",['N Barton'],1989.0,2
Visualizing multivariate selection,"['PC Phillips', 'SJ Arnold']",1989.0,2
"Way, London NWI 2HE, UK",['M Turelli'],1989.0,2
Dependence of expected heterozygosity on locus number with stabilizing selection and drift,['A Hastings'],1988.0,2
Free fitness that always increases in evolution,['Y Iwasa'],1988.0,2
Perturbations of positive semigroups and applications to population genetics,['R Bürger'],1988.0,2
"Phenotypic evolution, constant covariances, and the maintenance of additive variance",['M Turelli'],1988.0,2
Phylogenies and quantitative characters,['J Felsenstein'],1988.0,2
Studies of quantitative genetic variation,['PD Keightley'],1988.0,2
The divergence of neutral quantitative characters among partially isolated populations,['M Lynch'],1988.0,2
The evolutionary dynamics of quantitative characters,['P Narain'],1988.0,2
Variance components of fitness under stabilizing selection,"['H Tachida', 'CC Cockerham']",1988.0,2
A quantitative genetic perspective on adaptive evolution,"['JSF Barker', 'RH Thomas']",1987.0,2
Population genetics,"['K Wöhrmann', 'V Loeschcke']",1987.0,2
Senescence and the genetic-correlation hang-up,['AG Clark'],1987.0,2
Transposable element-induced polygenic mutations in Drosophila melanogaster,['TFC Mackay'],1987.0,2
On the maintenance of genetic variation: global analysis of Kimura's continuum-of-alleles model,['R Bürger'],1986.0,2
QUANTITATIVE GENETICS OF MORPHOLOGICAL DIFFERENTIATION IN PEROMYSCUS. I. TESTS OF THE HOMOGENEITY OF GENETIC COVARIANCE …,['D Lofsvold'],1986.0,2
The maintenance of polygenic variation through a balance between mutation and stabilizing selection,['NH Barton'],1986.0,2
Expected time for random genetic drift of a population between stable phenotypic states,['R Lande'],1985.0,2
Mutation in human populations,"['JF Crow', 'C Denniston']",1985.0,2
Quantitative genetic models of sexual selection,['SJ Arnold'],1985.0,2
Heritable genetic variation via mutation-selection balance: Lerch's zeta meets the abdominal bristle,['M Turelli'],1984.0,2
Genetic variation and phenotypic evolution during allopatric speciation,['R Lande'],1980.0,2
"Quantitative genetic analysis of multivariate evolution, applied to brain: body size allometry",['R Lande'],1979.0,2
A white noise approach to evolutionary ecology,"['B Week', 'SL Nuismer', 'LJ Harmon', 'SM Krone']",2021.0,1
An Experimental Test of Adaptive Introgression in Locally Adapted Populations of Splash Pool Copepods,"['JS Griffiths', 'Y Kawji', 'MW Kelly']",2021.0,1
Asexual experimental evolution of yeast does not curtail transposable elements,"['P Chen', 'J Zhang']",2021.0,1
Asymptotic analysis of non-local equations arising in biology,['P Gabriel'],2021.0,1
Causes of variability in estimates of mutational variance from mutation accumulation experiments,"['C Conradsen', 'MW Blows', 'K McGuigan']",2021.0,1
Competing growth processes with random growth rates and random birth times,"['C Mailler', 'P Mörters', 'A Senkevich']",2021.0,1
Condensation phenomena in preferential attachment trees with neighbourhood influence,"['N Fountoulakis', 'T Iyer']",2021.0,1
Detecting natural selection in trait-trait coevolution,"['D Jiang', 'J Zhang']",2021.0,1
Did population differences in human pelvic form evolve by drift or selection?,"['P Mitteroecker', 'NDS Grunstra']",2021.0,1
Dissecting the loci underlying maturation timing in Atlantic salmon using haplotype and multi-SNP based association methods,"['M Sinclair-Waters', 'T Nome', 'J Wang', 'S Lien', 'MP Kent']",2021.0,1
Ecological consequences of intraspecific variation in coevolutionary systems,"['A Senthilnathan', 'S Gavrilets']",2021.0,1
Elevated temperature increases genome-wide selection on de novo mutations,"['D Berger', 'J Stångberg', 'J Baur']",2021.0,1
Evolution of gene expression variance during adaptation to high temperature in Drosophila,"['WY Lai', 'C Schlötterer']",2021.0,1
Evolution of phenotypic variance provides insights into the genetic basis of adaption,"['WY Lai', 'V Nolte', 'AM Jaksic', 'C Schlötterer']",2021.0,1
Evolving Hierarchical Memory-Prediction Machines in Multi-Task Reinforcement Learning,"['S Kelly', 'T Voegerl', 'W Banzhaf', 'C Gondro']",2021.0,1
Fitness effects of spontaneous mutations in a warming world,"['ES Davenport', 'TC Agrelius', 'KB Harmon']",2021.0,1
Fitness landscape analysis reveals that the wild type allele is sub-optimal and mutationally robust,"['T Gabzi', 'YT Pilpel', 'T Friedlander']",2021.0,1
Is evolution in response to extreme events good for population persistence?,"['KP Lyberger', 'MM Osmond']",2021.0,1
"Mutability of mononucleotide repeats, not oxidative stress, explains the discrepancy between laboratory-accumulated mutations and the natural allele-frequency …","['M Rajaei', 'AS Saxena', 'LM Johnson', 'MC Snyder']",2021.0,1
Network Thinking Applied to Modeling Biological Evolution: From Gene Regulatory Circuits to the Transition Space of Genotypes,['CH Yang'],2021.0,1
Phenotypic plasticity and developmental noise in hybrid and parental clones of Daphnia longispina complex,"['P Bernatowicz', 'P Dawidowicz', 'J Pijanowska']",2021.0,1
Population genetics,['MB Hamilton'],2021.0,1
Rapid Evolutionary Adaptation in Response to Selection on Quantitative Traits,['W Stephan'],2021.0,1
Reconstructing cranial evolution in an extinct hominin,['KL Baab'],2021.0,1
Redundancy-selection trade-off in phenotype-structured populations,"['L Miele', 'RML Evans', 'S Azaele']",2021.0,1
Simulating Evolution in Asexual Populations with Epistasis,['R Diaz-Uriarte'],2021.0,1
Species-specific gene duplication in Arabidopsis thaliana evolved novel phenotypic effects on morphological traits under strong positive selection,"['Y Huang', 'J Chen', 'C Dong', 'D Sosa', 'S Xia', 'Y Ouyang']",2021.0,1
The Biology of Chernobyl,['TA Mousseau'],2021.0,1
The contribution of mutation and selection to multivariate quantitative genetic variance in an outbred population of Drosophila serrata,"['RJ Dugand', 'JD Aguirre', 'E Hine']",2021.0,1
The evolution of group differences in changing environments,"['A Harpak', 'M Przeworski']",2021.0,1
The genetic architecture of fitness drives population viability during rapid environmental change,"['M Kardos', 'G Luikart']",2021.0,1
The rate and molecular spectrum of mutation are selectively maintained in yeast,"['H Liu', 'J Zhang']",2021.0,1
A Coevolutionary Community Ecology,['RM Week'],2020.0,1
A modular memory framework for time series prediction,"['S Kelly', 'J Newsted', 'W Banzhaf', 'C Gondro']",2020.0,1
A novel cost framework reveals evidence for competitive selection in the evolution of complex traits during plant domestication,"['RG Allaby', 'CJ Stevens', 'DQ Fuller']",2020.0,1
Analysis of statistical correlations between properties of adaptive walks in fitness landscapes,"['SM Reia', 'PRA Campos']",2020.0,1
Aphids in focus: unravelling their complex ecology and evolution using genetic and molecular approaches,"['HD Loxdale', 'A Balog', 'DG Biron']",2020.0,1
Cell cycle heritability and localization phase transition in growing populations,"['T Nozoe', 'E Kussell']",2020.0,1
Competing growth processes with applications to networks,['A Senkevich'],2020.0,1
Developmental structuring of phenotypic variation: A case study with a cellular automata model of ontogeny,"['W Hordijk', 'L Altenberg']",2020.0,1
Distinguishing closely related modern human populations using cranial morphometrics: a view from Korea and Japan,['K Harrington'],2020.0,1
Distribution of the number of fitness maxima in Fisher's geometric model,"['SC Park', 'S Hwang', 'J Krug']",2020.0,1
Does evolvability predict evolutionary divergence?,['A Holstad'],2020.0,1
EDP non locales pour modéliser l'adaptation de virus et bactéries en milieu hétérogène: application à l'évolution de la résistance aux traitements chez les organismes …,['F Lavigne'],2020.0,1
Effects of Non-Standard Alternative De Novo Mutations on Evolution of Drosophila melanogaster,['M Balinski'],2020.0,1
Escherichia coli with a Tunable Point Mutation Rate for Evolution Experiments,"['NA Sherer', 'TE Kuhlman']",2020.0,1
Experimental evidence for effects of sexual selection on condition-dependent mutation rates,"['J Baur', 'D Berger']",2020.0,1
Fly wing evolution explained by a neutral model with mutational pleiotropy,"['D Jiang', 'J Zhang']",2020.0,1
Genetic paths to evolutionary rescue and the distribution of fitness effects along them,"['MM Osmond', 'SP Otto', 'G Martin']",2020.0,1
How does the strength of selection influence genetic correlations?,"['S Chantepie', 'L Chevin']",2020.0,1
Important role of genetic drift in rapid polygenic adaptation,"['S John', 'W Stephan']",2020.0,1
Individual variation in dispersal and fecundity increases rates of spatial spread,"['SJ Schreiber', 'NG Beckman']",2020.0,1
Kingman's model with random mutation probabilities: convergence and condensation II,['L Yuan'],2020.0,1
Local adaptation in metapopulations,['E Szep'],2020.0,1
Minimum epistasis interpolation for sequence-function relationships,"['J Zhou', 'DM McCandlish']",2020.0,1
Modules and Mosaics in the Evolution of the Tetonius–Pseudotetonius Dentition,"['NH Schottenstein', 'M Hubbe', 'J Hunter']",2020.0,1
Molecular Phenotypes as Key Intermediates in Mapping Genotypes to Fitness,"['A Ballal', 'CD Malliaris', 'AV Morozov']",2020.0,1
Multilocus population-genetic theory,['R Bürger'],2020.0,1
Nemo‐age: Spatially explicit simulations of eco‐evolutionary dynamics in stage‐structured populations under changing environments,"['O Cotto', 'M Schmid', 'F Guillaume']",2020.0,1
New Computational Approaches to Study the Evolution of Asexual Haploids,['J Dench'],2020.0,1
Non-conserving zero-range processes with extensive rates under resetting,['P Grange'],2020.0,1
Patterns and Processes in the Dental Evolution of North American Plesiadapiforms and Euprimates from the Late Paleocene and Early Eocene,['NH Schottenstein'],2020.0,1
Polygenic Adaptation in a Population of Finite Size,"['W Stephan', 'S John']",2020.0,1
Predictable properties of fitness landscapes induced by adaptational tradeoffs,"['SG Das', 'SOL Direito', 'B Waclaw', 'RJ Allen', 'J Krug']",2020.0,1
"Quantification of the underlying mechanisms and relationships among cancer, metastasis, and differentiation and development","['C Yu', 'Q Liu', 'C Chen', 'J Wang']",2020.0,1
The SHAPE of logistic growth shows that serial passaging biases fixation probability,['J Dench'],2020.0,1
The parabolic Anderson model on the hypercube,"['L Avena', 'O Gün', 'M Hesse']",2020.0,1
Accessibility percolation on cartesian power graphs,"['B Schmiegelt', 'J Krug']",2019.0,1
"Adaptation, fitness landscape learning and fast evolution","['J Reinitz', 'S Vakulenko', 'D Grigoriev', 'A Weber']",2019.0,1
An Agent-Based Numerical Approach to Lenski's Long Term Experiment,['JF Almgren-Bell'],2019.0,1
An evolutionary compass for detecting signals of polygenic selection and mutational bias,"['LH Uricchio', 'HC Kitano', 'A Gusev', 'NA Zaitlen']",2019.0,1
"Birth order as a source of diversification in spring phenology and its potential effects on performance in greater duckweed, Spirodela polyrhiza",['RS Morris'],2019.0,1
"Contrasting genetic, acoustic, and morphological differentiation in two closely related gladiator frogs (Hylidae: Boana) across a common Neotropical …","['FA Juncá', 'AA Giaretta', 'AJ Crawford', 'E LA MARCA']",2019.0,1
Decoupling the variances of heterosis and inbreeding effects is evidenced in yeast's life-history and proteomic traits,"['M Petrizzelli', 'D de Vienne', 'C Dillmann']",2019.0,1
Dynamiques multi-souche sur réseaux,['F Pinotti'],2019.0,1
Effets de l'accumulation de mutations sur la valeur adaptative et les fonctions mitochondriales de Daphnia pulex élevées en milieux bénin et contaminé au cuivre,['F Paquin'],2019.0,1
"Electroreception, electrogenesis and electric signal evolution",['WGR Crampton'],2019.0,1
Evolution of the Mutational Process under Relaxed Selection in Caenorhabditis elegans,"['AS Saxena', 'MP Salomon', 'C Matsuba']",2019.0,1
Evolutionary genetic models of mental disorders,['H Park'],2019.0,1
Evolutionary potential varies across populations and traits in the neotropical oak Quercus oleoides,"['JA Ramírez-Valiente', 'JR Etterson', 'NJ Deacon']",2019.0,1
Experimental and theoretical investigations of the relationship between fitness and mutation rate evolution in E. coli,['N Sherer'],2019.0,1
Fitness and Genomic Consequences of Chronic Exposure to Low Levels of Copper and Nickel in Daphnia pulex Mutation Accumulation Lines,"['JK Bull', 'JM Flynn', 'FJJ Chain']",2019.0,1
