title,author,pub_year,venue,abstract
Contrasting Mutual Sexual Selection on Homologous Signal Traits in Drosophila serrata,"['SF Chenoweth', 'MW Blows']",2005,The American Naturalist,"The nature of male mating preferences, and how they differ from female mating preferences in species with conventional sex roles, has received little attention in sexual selection studies. We estimated the form and strength of sexual selection as a consequence of male"
The evolution of beauty: How Darwin's forgotten theory of mate choice shapes the animal world-and us,['RO Prum'],2017,NA,"A FINALIST FOR THE PULITZER PRIZE NAMED A BEST BOOK OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW, SMITHSONIAN, AND WALL STREET JOURNAL A major reimagining of how evolutionary forces work, revealing how mating preferences"
Genetic constraints on floral evolution: a review and evaluation of patterns,"['TL Ashman', 'CJ Majetic']",2006,Heredity,"The characteristics of flowers influence most aspects of angiosperm reproduction, including the agents of pollination and patterns of mating. Thus, a clear view of the forces that mediate floral phenotypic evolution is central to understanding angiosperm diversity. Here, we inform"
Interpreting hominid behavior on the basis of sexual dimorphism,"['JM Plavcan', 'CP Van Schaik']",1997,Journal of Human Evolution,"Numerous studies use estimates of sexual dimorphism in canine tooth size and body weight to support speculation about the behavior of australopithecines. However, the range of mating systems inferred for australopithecines encompasses virtually the entire spectrum of"
Sexual selection explains Rensch's rule of allometry for sexual size dimorphism,"['J Dale', 'PO Dunn', 'J Figuerola']",2007,… of the Royal …,"In 1950, Rensch first described that in groups of related species, sexual size dimorphism is more pronounced in larger species. This widespread and fundamental allometric relationship is now commonly referred to as 'Rensch's rule'. However, despite numerous"
Divergent selection and the evolution of signal traits and mating preferences,"['HD Rundle', 'SF Chenoweth', 'P Doughty', 'MW Blows']",2005,PLoS biology,"Mating preferences are common in natural populations, and their divergence among populations is considered an important source of reproductive isolation during speciation. Although mechanisms for the divergence of mating preferences have received substantial"
"Sexual selection and sexual differences in Mormon crickets (Orthoptera: Tettigoniidae, Anabrus simplex)",['DT Gwynne'],1984,Evolution,"The reproductive behavior of Mormon crickets (Anabrus simplex) at sites of high population densities differs from a site of low population density; at low densities males competed for females as mates and there was evidence that females rejected males. In contrast, at high"
Sexual dimorphism in physiology and morphology,"['TE Dawson', 'MA Geber']",1999,Gender and sexual dimorphism in flowering …,"Sexually dimorphic organisms provide elegant comparative systems in which to study adaptation (Darwin 1859, 1877; Shine 1989; Chap. 4). Their elegance derives from the fact that the sexes of dioecious species are similar in many aspects of their phenotype and"
Fluctuating asymmetry and body weight in men and women: implications for sexual selection,['JT Manning'],1995,Ethology and Sociobiology,"Fluctuating asymmetry (FA), small random fluctuations from perfect bilateral symmetry, is an indicator of developmental stability and therefore of good genes. Sexually selected weapons, such as the canine teeth of some primates, often show a negative relationship"
Relative fitness can decrease in evolving asexual populations of S. cerevisiae,"['CE Paquin', 'J Adams']",1983,Nature,"It is generally accepted from the darwinian theory of evolution that a progressive increase in population adaptation will occur in populations containing genetic variation in fitness, until a stable equilibrium is reached and/or the additive genetic variation is exhausted. However"
An Anatomy of the Units of Selection Debates,['EA Lloyd'],2001,"… about evolution: Historical, philosophical, and political …",Richard Lewontin was the first to investigate systematically the set of problems raised by a hierarchical expansion of selection theory in his landmark 1970 article. His classic abstraction and analysis of the three principles of evolution by natural selection-phenotypic
Female barn owls (Tyto alba) advertise good genes,"['A Roulin', 'TW Jungi', 'H Pfister']",2000,Proceedings of the …,"The good genes hypothesis of sexual selection postulates that ornamentation signals superior genetic quality to potential mates. Support for this hypothesis comes from studies on male ornamentation only, while it remains to be shown that female ornamentation may"
EVIDENCE FOR SEXUAL SELECTION ON STRUCTURAL PLUMAGE COLORATION IN FEMALE EASTERN BLUEBIRDS (SIALIA SIALIS),"['L Siefferman', 'GE Hill']",2005,Evolution,"Although the function of ornamental traits in males has been the focus of intensive research for decades, expression of such traits in females has received much less study. Eastern bluebirds (Sialia sialis) display structurally based ultraviolet/blue and melanin‐based"
