title,author,pub_year,counts
A general multi-trait-based framework for studying the effects of biodiversity on ecosystem functioning,"['VM Savage', 'CT Webb', 'J Norberg']",2007.0,2
A phylogenetic approach to determining the importance of constraint on phenotypic evolution in the neotropical lizard Anolis cristatellus,"['LJ Revell', 'LJ Harmon']",2007.0,2
Antagonistic coevolution mediated by phenotypic differences between quantitative traits,"['SL Nuismer', 'BJ Ridenhour']",2007.0,2
EVOLUTIONARY DIVERGENCE IN DIRECTIONS OF HIGH PHENOTYPIC VARIANCE IN THE OSTRACODE GENUS POSEIDONAMICUS,['G Hunt'],2007.0,2
Expected relative fitness and the adaptive topography of fluctuating selection,['R Lande'],2007.0,2
Morphological evaluation of cork oak (Quercus suber): Mediterranean provenance variability in Tunisia,"['M Gandour', 'ML Khouja', 'L Toumi', 'S Triki']",2007.0,2
Mutational bias for body size in rhabditid nematodes,"['D Ostrow', 'N Phillips', 'A Avalos', 'D Blanton', 'A Boggs']",2007.0,2
The frailty of adaptive hypotheses for the origins of organismal complexity,['M Lynch'],2007.0,2
The mutation matrix and the evolution of evolvability,"['AG Jones', 'SJ Arnold', 'R Bürger']",2007.0,2
The phenotypic and genetic covariance structure of drosphilid wings,"['K McGuigan', 'MW Blows']",2007.0,2
"The relative importance of directional change, random walks, and stasis in the evolution of fossil lineages",['G Hunt'],2007.0,2
The stochastic model of non-equilibrium mutagen-induced alterations of DNA: Implication to genetic instability in cancer,"['D Triampo', 'W Triampo', 'IM Tang', 'Y Lenbury']",2007.0,2
Adaptive evolution of reproductive and vegetative traits driven by breeding systems,"['M Verdú', 'G Gleiser']",2006.0,2
Contrasting patterns of body shape and neutral genetic divergence in marine and lake populations of threespine sticklebacks,"['T Leinonen', 'JM Cano', 'H Mäkinen']",2006.0,2
Ecological and reproductive character displacement of an environmental gradient,"['EE Goldberg', 'R Lande']",2006.0,2
Gene Action of New Mutations in Arabidopsis thaliana,"['RG Shaw', 'SM Chang']",2006.0,2
"Geographical variation in selection, from phenotypes to molecules",['JK Kelly'],2006.0,2
Limits to the adaptive potential of small populations,"['Y Willi', 'J Van Buskirk']",2006.0,2
Natural selection on gene expression,"['Y Gilad', 'A Oshlack', 'SA Rifkin']",2006.0,2
Phenotypic approaches for understanding patterns of intracemetery biological variation,"['CM Stojanowski', 'MA Schillaci']",2006.0,2
Studying phenotypic evolution using multivariate quantitative genetics,['K McGUIGAN'],2006.0,2
The adaptive dynamics of function-valued traits,"['U Dieckmann', 'M Heino', 'K Parvinen']",2006.0,2
Uncovering evolutionary patterns of gene expression using microarrays,"['JM Ranz', 'CA Machado']",2006.0,2
Contrasting Mutual Sexual Selection on Homologous Signal Traits in Drosophila serrata,"['SF Chenoweth', 'MW Blows']",2005.0,2
Correlational selection leads to genetic integration of body size and an attractive plumage trait in dark‐eyed juncos,"['JW McGlothlin', 'PG Parker', 'V Nolan', 'ED Ketterson']",2005.0,2
Experimental evidence for multivariate stabilizing sexual selection,"['R Brooks', 'J Hunt', 'MW Blows', 'MJ Smith', 'LF Bussière']",2005.0,2
GENETIC CORRELATIONS DO NOT CONSTRAIN THE EVOLUTION OF SEXUAL DIMORPHISM IN THE MOSS CERATODON PURPUREUS,['SF McDaniel'],2005.0,2
Genetic constraints and sexual dimorphism in immune defense,"['J Rolff', 'SAO Armitage', 'DW Coltman']",2005.0,2
Is ectopic expression caused by deregulatory mutations or due to gene‐regulation leaks with evolutionary potential?,"['F Rodríguez‐Trelles', 'R Tarrío', 'FJ Ayala']",2005.0,2
Predictions of patterns of response to artificial selection in lines derived from natural populations,"['XS Zhang', 'WG Hill']",2005.0,2
"Rates of divergence in gene expression profiles of primates, mice, and flies: stabilizing selection and variability among functional categories","['B Lemos', 'CD Meiklejohn', 'M Cáceres', 'DL Hartl']",2005.0,2
THE CONTRIBUTION OF SPONTANEOUS MUTATION TO VARIATION IN ENVIRONMENTAL RESPONSES OF ARABIDOPSIS THALIANA: RESPONSES TO LIGHT,"['CM Kavanaugh', 'RG Shaw']",2005.0,2
THE DIMENSIONALITY OF GENETIC VARIATION FOR WING SHAPE IN DROSOPHILA MELANOGASTER,"['JG Mezey', 'D Houle']",2005.0,2
The coevolutionary dynamics of antagonistic interactions mediated by quantitative traits with evolving variances,"['SL Nuismer', 'M Doebeli', 'D Browning']",2005.0,2
The role of epistatic gene interactions in the response to selection and the evolution of evolvability,"['AJR Carter', 'J Hermisson', 'TF Hansen']",2005.0,2
Theoretical evolutionary genetics joseph felsenstein,['J Felsenstein'],2005.0,2
Toward a neutral evolutionary model of gene expression,"['P Khaitovich', 'S Pääbo', 'G Weiss']",2005.0,2
A general theory for the evolutionary dynamics of virulence,"['T Day', 'SR Proulx']",2004.0,2
A neutral model of transcriptome evolution,"['P Khaitovich', 'G Weiss', 'M Lachmann', 'I Hellmann']",2004.0,2
Adaptive dynamics of speciation: ecological underpinnings,"['SAH Geritz', 'É Kisdi', 'G Meszéna', 'JAJ Metz']",2004.0,2
Did natural selection or genetic drift produce the cranial diversification of neotropical monkeys?,"['G Marroig', 'JM Cheverud']",2004.0,2
Differential rates of morphological divergence in birds,['F Bokma'],2004.0,2
Direct selection on male attractiveness and female preference fails to produce a response,"['M Hall', 'AK Lindholm', 'R Brooks']",2004.0,2
"Evolvability, stabilizing selection, and the problem of stasis","['TF Hansen', 'D Houle']",2004.0,2
"Explaining phenotypic selection on plant attractive characters: male function, gender balance or ecological context?","['TL Ashman', 'MT Morgan']",2004.0,2
Genome-wide gene expression and the epigenetic landscape,['SA Rifkin'],2004.0,2
Individual‐level selection as a cause of Cope's rule of phyletic size increase,"['JG Kingsolver', 'DW Pfennig']",2004.0,2
"Influence of dominance, leptokurtosis and pleiotropy of deleterious mutations on quantitative genetic variation at mutation-selection balance","['XS Zhang', 'J Wang', 'WG Hill']",2004.0,2
Integrating the genotype and phenotype in hominid paleontology,['LJ Hlusko'],2004.0,2
Mutational variation and long-term selection response,['PD Keightley'],2004.0,2
Orientation of the genetic variance-covariance matrix and the fitness surface for multiple male sexually selected traits,"['MW Blows', 'SF Chenoweth']",2004.0,2
Population differentiation in G matrix structure due to natural selection in Rana temporaria,"['JM Cano', 'A Laurila', 'J Palo', 'J Merilä']",2004.0,2
Quantitative-genetic models and changing environments,"['R Bürger', 'C Krall']",2004.0,2
Statistical framework for phylogenomic analysis of gene family expression profiles,['X Gu'],2004.0,2
Trade-off geometries and frequency-dependent selection,"['C de Mazancourt', 'U Dieckmann']",2004.0,2
Detecting sexually antagonistic coevolution with population crosses,"['L Rowe', 'E Cameron', 'T Day']",2003.0,2
"Evolution of flightlessness in rails (Gruiformes, Rallidae)",['BC Livezey'],2003.0,2
Evolvability and genetic constraint in Dalechampia blossoms: components of variance and measures of evolvability,"['TF Hansen', 'C Pélabon', 'WS Armbruster']",2003.0,2
Exploring complex fitness surfaces: multiple ornamentation and polymorphism in male guppies,"['MW Blows', 'R Brooks', 'PG Kraft']",2003.0,2
Genetic constraints on the evolution of mate recognition under natural selection,"['MW Blows', 'M Higgie']",2003.0,2
"Phylogenetic analysis of correlation structure in stalk‐eyed flies (Diasemopsis, Diopsidae)","['RH Baker', 'GS Wilkinson']",2003.0,2
Rapid evolution of male-biased gene expression in Drosophila,"['CD Meiklejohn', 'J Parsch', 'JM Ranz']",2003.0,2
The constancy of the G matrix through species divergence and the effects of quantitative genetic constraints on phenotypic evolution: a case study in crickets,"['M Bégin', 'DA Roff']",2003.0,2
The two-locus model of Gaussian stabilizing selection,"['M Willensdorfer', 'R Bürger']",2003.0,2
Virulence evolution and the timing of disease life-history events,['T Day'],2003.0,2
A statistical test of unbiased evolution of body size in birds,['F Bokma'],2002.0,2
Adaptive constraints and the phylogenetic comparative method: a computer simulation test,"['EP Martins', 'JAF Diniz‐Filho', 'EA Housworth']",2002.0,2
Contrasting patterns of divergence in quantitative traits and neutral DNA markers: analysis of clinal variation,['JF Storz'],2002.0,2
Detection of punctuated equilibrium from molecular phylogenies,['F Bokma'],2002.0,2
Evolutionary optimisation models and matrix games in the unified perspective of adaptive dynamics,"['G Meszena', 'E Kisdi', 'U Dieckmann', 'SAH Geritz']",2002.0,2
Microevolution in island forms: the roles of drift and directional selection in morphological divergence of a passerine bird,"['SM Clegg', 'SM Degnan', 'C Moritz', 'A Estoup']",2002.0,2
Phenotypic plasticity to light intensity in Arabidopsis thaliana: invariance of reaction norms and phenotypic integration,"['M Pigliucci', 'A Kolodynska']",2002.0,2
Spontaneous Mutational Variation for Body Size in Caenorhabditis elegans,"['RBR Azevedo', 'PD Keightley', 'C Laurén-Määttä']",2002.0,2
The evolution of trade‐offs: testing predictions on response to selection and environmental variation,"['DA Roff', 'S Mostowy', 'DJ Fairbairn']",2002.0,2
Adaptationism and optimality,"['SH Orzack', 'E Sober', 'S Orzack', 'M Ruse']",2001.0,2
"An analysis of G matrix variation in two closely related cricket species, Gryllus firmus and G. pennsylvanicus","['M Begin', 'DA Roff']",2001.0,2
Comparison of genetic differentiation at marker loci and quantitative traits,"['J Merilä', 'P Crnokrak']",2001.0,2
Inbreeding Changes the Shape of the Genetic Covariance Matrix in Drosophila melanogaster,"['PC Phillips', 'MC Whitlock', 'K Fowler']",2001.0,2
Is self‐fertilization an evolutionary dead end? Revisiting an old hypothesis with genetic theories and a macroevolutionary approach,"['N Takebayashi', 'PL Morrell']",2001.0,2
Possible consequences of genes of major effect: transient changes in the G-matrix,"['AF Agrawal', 'ED Brodie', 'LH Rieseberg']",2001.0,2
Seasonally varying diet quality and the quantitative genetics of development time and body size in birch feeding insects,"['A Kause', 'I Saloniemi', 'JP Morin', 'E Haukioja']",2001.0,2
The accretion model of Neandertal evolution,"['JD Hawks', 'MH Wolpoff']",2001.0,2
Using genetic markers to directly estimate male selection gradients,"['MT Morgan', 'JK Conner']",2001.0,2
Correlated response in reproductive and life history traits to selection on testis length in Drosophila hydei,"['S Pitnick', 'GT Miller']",2000.0,2
Pattern and evolution of pleiotropic effects: analysis of QTL data and an epistatic model,['JG Mezey'],2000.0,2
Sexual dimorphism in relation to current selection in the house finch,"['AV Badyaev', 'TE Martin']",2000.0,2
Sexual selection and the evolution of costly female preferences: spatial effects,['T Day'],2000.0,2
Spontaneous Mutational Effects on Reproductive Traits of Arabidopsis thaliana,"['RG Shaw', 'DL Byers', 'E Darmo']",2000.0,2
The ecology of adaptive radiation,['D Schluter'],2000.0,2
Does natural selection alter genetic architecture? An evaluation of quantitative genetic variation among populations of Allenomobius socius and A. fasciatus,"['DA Roff', 'TA Mousseau']",1999.0,2
"HIERARCHICAL COMPARISON OF GENETIC VARIANCE‐COVARIANCE MATRICES. II COASTAL‐INLAND DIVERGENCE IN THE GARTER SNAKE, THAMNOPHIS …","['SJ Arnold', 'PC Phillips']",1999.0,2
Hierarchical comparison of genetic variance‐covariance matrices. I. Using the Flury hierarchy,"['PC Phillips', 'SJ Arnold']",1999.0,2
Morphological integration,"['EC Olson', 'RL Miller']",1999.0,2
Neutral additive genetic variance in a metapopulation,['MC Whitlock'],1999.0,2
Perspective: spontaneous deleterious mutation,"['M Lynch', 'J Blanchard', 'D Houle', 'T Kibota', 'S Schultz']",1999.0,2
Perspective: the pace of modern life: measuring rates of contemporary microevolution,"['AP Hendry', 'MT Kinnison']",1999.0,2
Population divergence and morphometric integration in the greenfinch (Carduelis chloris): evolution against the trajectory of least resistance?,"['J Merilä', 'M Björklund']",1999.0,2
A mathematical model for long-term patterns of evolution: effects of environmental stability and instability on macroevolutionary patterns and mass extinctions,['S Chiba'],1998.0,2
Age-specific properties of spontaneous mutations affecting mortality in Drosophila melanogaster,"['SD Pletcher', 'D Houle', 'JW Curtsinger']",1998.0,2
Evidence of genetic isolation between sexually monomorphic and sexually dimorphic traits in the water strider Aquarius remigis,"['RF Preziosi', 'DA Roff']",1998.0,2
Fitting macroevolutionary models to phylogenies: an example using vertebrate body sizes,"['AØ Mooers', 'D Schluter']",1998.0,2
Genetic basis of response to 50 generations of selection on body weight in inbred mice,['PD Keightley'],1998.0,2
Mathematical properties of mutation-selection models,['R Bürger'],1998.0,2
Mutation and the evolution of age-specific mortality rates: Experimental results and statistical developments,['SD Pletcher'],1998.0,2
Principles of animal communication,"['JW Bradbury', 'SL Vehrencamp']",1998.0,2
Rheotactic response of fry from beach-spawning populations of sockeye salmon: evolution after selection is relaxed,"['JE Hensleigh', 'AP Hendry']",1998.0,2
Testing natural selection vs. genetic drift in phenotypic evolution using quantitative trait locus data,['HA Orr'],1998.0,2
A population genetic theory of canalization,"['GP Wagner', 'G Booth', 'H Bagheri‐Chaichian']",1997.0,2
Adaptive inertia caused by hidden pleiotropic effects,"['M Baatz', 'GP Wagner']",1997.0,2
Allometry for sexual size dimorphism: pattern and process in the coevolution of body size in males and females,['DJ Fairbairn'],1997.0,2
